AGS,GEN,BEZ,EWZ,KFL_km2,Turbine_Count,Total_Bruttoleistung_kW,Total_Nettoleistung_kW,Landkreis_Names,Steuerkraft,Einwohnerdichte,Waldflaeche_Prozent,Landwirtschaft_Prozent,Beschaeftigte_Primar,Beschaeftigte_Sekundar,Beschaeftigte_Tertiar,Wind_Density_kW_km2,Economic_Structure
09186,Pfaffenhofen a.d.Ilm,Landkreis,132966,761.04,13,28352.8,28352.8,Pfaffenhofen a.d. Ilm,1301.07995605469,170.160003662109,25.1299991607666,57.4300003051758,0.860000014305115,37.1100006103516,62.0299987792969,37.25533480500368,Industriell
09187,Rosenheim,Landkreis,268391,1439.44,1,5.5,5.5,Rosenheim,1397.27001953125,178.410003662109,36.0800018310547,46.6300010681152,0.910000026226044,34.0099983215332,65.0800018310547,0.0038209303618073694,Dienstleistungsorientiert
09188,Starnberg,Landkreis,139067,487.71,5,12040,12040,Starnberg,1745.36999511719,284.850006103516,36.9500007629395,31.4099998474121,0.409999996423721,31.4799995422363,68.0999984741211,24.686801582907876,Dienstleistungsorientiert
09189,Traunstein,Landkreis,181763,1533.74,8,5346.3,5346.3,Traunstein,1592.38000488281,112.160003662109,37.6800003051758,42.75,0.889999985694885,44.0800018310547,55.0299987792969,3.485792898405206,Industriell
09190,Weilheim-Schongau,Landkreis,139401,966.27,3,619.4,619.4,Weilheim-Schongau,1345.34997558594,142.869995117188,33.4099998474121,51.4099998474121,0.779999971389771,44.4099998474121,54.810001373291,0.6410216606124582,Industriell
09261,Landshut,Kreisfreie Stadt,75272,65.83,0,0,0,NA,1459.10998535156,1044.21997070313,19.8099994659424,39.3699989318848,0.100000001490116,17.8999996185303,82,0,Dienstleistungsorientiert
09262,Passau,Kreisfreie Stadt,54401,69.56,0,0,0,NA,1328.88000488281,760.409973144531,33.0200004577637,25.3199996948242,0.0599999986588955,24.3099994659424,75.620002746582,0,Dienstleistungsorientiert
09263,Straubing,Kreisfreie Stadt,49775,67.59,0,0,0,NA,1365.81994628906,703.119995117188,3.07999992370605,55.6699981689453,0.200000002980232,24.0799999237061,75.7200012207031,0,Dienstleistungsorientiert
09271,Deggendorf,Landkreis,123129,861.15,1,6.5,6.5,Deggendorf,1175.06994628906,140.669998168945,29.3400001525879,53.0800018310547,0.699999988079071,39.3499984741211,59.9500007629395,0.007548046217267608,Industriell
09272,Freyung-Grafenau,Landkreis,79603,983.86,7,231.6,231.6,Freyung-Grafenau,990.950012207031,79.8000030517578,57.6500015258789,29.6599998474121,0.819999992847443,45.6100006103516,53.5699996948242,0.23539934543532615,Industriell
09273,Kelheim,Landkreis,126539,1065.11,6,4958,4958,Kelheim,1214.97998046875,117.919998168945,39.8400001525879,45.5200004577637,1.47000002861023,43.3400001525879,55.189998626709,4.654918271352255,Industriell
09274,Landshut,Landkreis,165608,1347.56,11,14497.4,14497.4,Landshut,1403.68994140625,119.610000610352,22.9899997711182,62.6599998474121,1.25,44.7400016784668,54.0099983215332,10.758259372495473,Industriell
09275,Passau,Landkreis,197863,1530.07,8,623.54,623.54,Passau,1077.77001953125,126.830001831055,28.9400005340576,54.4599990844727,0.910000026226044,40.5900001525879,58.4900016784668,0.407523838778618,Industriell
09276,Regen,Landkreis,77940,974.78,3,46.5,46.5,Regen,1075.61999511719,79.4400024414063,64.4300003051758,24.3199996948242,0.740000009536743,46.0099983215332,53.25,0.047703071462278666,Industriell
09277,Rottal-Inn,Landkreis,124911,1281.21,8,2150.8,2150.8,Rottal-Inn,1239.06994628906,94.0299987792969,26.0699996948242,60.939998626709,1.26999998092651,37.4000015258789,61.3300018310547,1.678725579725416,Industriell
09278,Straubing-Bogen,Landkreis,104167,1201.61,4,11407.2,11407.2,Straubing-Bogen,1176.16003417969,85.9899978637695,27.8199996948242,57.6300010681152,2.36999988555908,45.7599983215332,51.8699989318848,9.493263205199693,Industriell
09279,Dingolfing-Landau,Landkreis,101477,877.58,5,1520,1520,Dingolfing-Landau,2066.59008789063,114.779998779297,21.9799995422363,61.4300003051758,1.69000005722046,58.2000007629395,40.1100006103516,1.7320358257936597,Industriell
09361,Amberg,Kreisfreie Stadt,42676,50.14,0,0,0,NA,1425.15002441406,841.97998046875,21.4200000762939,38.6100006103516,0.170000001788139,41.0099983215332,58.810001373291,0,Industriell
09362,Regensburg,Kreisfreie Stadt,159465,80.86,1,500,500,Regensburg,1896.84997558594,1850.90002441406,7.73999977111816,27.1599998474121,0.259999990463257,29.75,69.9899978637695,6.183527083848627,Dienstleistungsorientiert
09363,Weiden i.d.OPf.,Kreisfreie Stadt,43188,70.57,0,0,0,NA,1310.28002929688,601.25,31.1499996185303,34.2799987792969,0.259999990463257,19.1299991607666,80.5999984741211,0,Dienstleistungsorientiert
09371,Amberg-Sulzbach,Landkreis,104914,1255.82,28,66049.9,66049.9,Amberg-Sulzbach,1036.92004394531,82.9100036621094,48.2599983215332,39.2000007629395,0.730000019073486,39.9500007629395,59.3199996948242,52.595037505374975,Industriell
09372,Cham,Landkreis,130946,1526.83,9,796.1,796.1,Cham,1233.21997070313,83.9800033569336,43.8199996948242,42.8300018310547,0.699999988079071,49.4700012207031,49.8400001525879,0.5214070983672053,Industriell
09373,Neumarkt i.d.OPf.,Landkreis,139277,1343.94,67,159969.5,159969.5,Neumarkt i.d. OPf.,1296.5400390625,102.839996337891,37.7999992370605,43.4500007629395,0.419999986886978,42.5099983215332,57.0699996948242,119.03023944521333,Industriell
09374,Neustadt a.d.Waldnaab,Landkreis,96400,1425.81,8,10810,10810,Neustadt a.d. Waldnaab,1184.18005371094,67.4800033569336,47.0299987792969,35.3400001525879,1,48.9000015258789,50.0999984741211,7.581655339771779,Industriell
09375,Regensburg,Landkreis,200264,1391.68,14,29656.3,29656.3,Regensburg,1188.47998046875,139.259994506836,35.0099983215332,49.7400016784668,1.07000005245209,37.5800018310547,61.3400001525879,21.309712002759255,Industriell
09376,Schwandorf,Landkreis,152284,1458.35,12,30001.55,30001.55,Schwandorf,1243.5,101.959999084473,44.2700004577637,39.0299987792969,0.759999990463257,43.6699981689453,55.5699996948242,20.572256317070664,Industriell
09377,Tirschenreuth,Landkreis,72147,1084.24,18,31810.6,31810.6,Tirschenreuth,2465.34008789063,66.9100036621094,47.0299987792969,40.2200012207031,1.12000000476837,50.5800018310547,48.2999992370605,29.33907621928724,Industriell
09461,Bamberg,Kreisfreie Stadt,80580,54.62,0,0,0,NA,1303.34997558594,1374.71997070313,27.8500003814697,15.8699998855591,0.159999996423721,28.3199996948242,71.5199966430664,0,Dienstleistungsorientiert
09462,Bayreuth,Kreisfreie Stadt,74907,66.89,0,0,0,NA,1448.90002441406,1092.44995117188,20.3199996948242,32.8199996948242,0.25,23.0799999237061,76.6699981689453,0,Dienstleistungsorientiert
09463,Coburg,Kreisfreie Stadt,42139,48.29,0,0,0,NA,2640.97998046875,847.109985351563,23.7299995422363,27.9799995422363,0.140000000596046,29.0799999237061,70.7799987792969,0,Dienstleistungsorientiert
09464,Hof,Kreisfreie Stadt,46963,58.02,0,0,0,NA,1074.43005371094,801.169982910156,14.9899997711182,42.7599983215332,0.189999997615814,17.7800006866455,82.0299987792969,0,Dienstleistungsorientiert
09471,Bamberg,Landkreis,149823,1167.79,35,84675,84675,Bamberg,1141.61999511719,126.75,40.8699989318848,43.939998626709,0.839999973773956,39.7700004577637,59.3899993896484,72.50875585507669,Industriell
09472,Bayreuth,Landkreis,104843,1275.52,51,125900,125900,Bayreuth,1009.46997070313,80.9599990844727,47.1800003051758,40.0800018310547,1.46000003814697,39.0099983215332,59.5299987792969,98.70484194681384,Industriell
09473,Coburg,Landkreis,87259,590.41,13,26353.7,26353.7,Coburg,1097.05004882813,143.149993896484,31.9799995422363,50.2400016784668,0.75,44.8600006103516,54.4000015258789,44.636269710878885,Industriell
09474,Forchheim,Landkreis,118725,642.81,1,1500,1500,Forchheim,1405.84997558594,180.889999389648,39.3199996948242,44.3400001525879,1.12000000476837,38.9799995422363,59.9000015258789,2.3335044569935133,Industriell
09475,Hof,Landkreis,94333,892.54,117,251667.5,251667.5,Hof,1051.57995605469,103.839996337891,35.810001373291,48.810001373291,0.759999990463257,45.9799995422363,53.25,281.967754946557,Industriell
09476,Kronach,Landkreis,66294,651.5,17,27409.5,27409.5,Kronach,1146.09997558594,99.7900009155273,59.3400001525879,28.2299995422363,1.02999997138977,50.4799995422363,48.4900016784668,42.071373752877975,Industriell
09477,Kulmbach,Landkreis,71956,658.31,31,67304.38,67304.38,Kulmbach,1239.68994140625,108.98999786377,37.3199996948242,47.689998626709,1.14999997615814,41.9700012207031,56.8800010681152,102.23812489556593,Industriell
09478,Lichtenfels,Landkreis,67555,519.92,6,12506,12506,Lichtenfels,1063.64001464844,130.240005493164,38.8800010681152,43.810001373291,0.540000021457672,33.8199996948242,65.6399993896484,24.05370056931836,Dienstleistungsorientiert
09479,Wunsiedel i.Fichtelgebirge,Landkreis,71972,606.36,29,61295.3,61295.3,Wunsiedel i. Fichtelgebirge,1209.41003417969,117.019996643066,46.2999992370605,37.8300018310547,0.589999973773956,44.7099990844727,54.7099990844727,101.08730786991227,Industriell
09561,Ansbach,Kreisfreie Stadt,42311,99.91,4,11730,11730,Ansbach,1251.25,397.359985351563,29.1100006103516,42.2900009155273,0.529999971389771,23.8700008392334,75.5999984741211,117.40566509858873,Dienstleistungsorientiert
09562,Erlangen,Kreisfreie Stadt,117806,76.96,0,0,0,NA,2027.44995117188,1498.35998535156,22.2700004577637,29.7199993133545,0.0599999986588955,26.3199996948242,73.620002746582,0,Dienstleistungsorientiert
09563,Fürth,Kreisfreie Stadt,132032,63.35,0,0,0,NA,1195.7099609375,2079.1201171875,13.289999961853,34.1800003051758,0.5,25.9099998474121,73.5899963378906,0,Dienstleistungsorientiert
09564,Nürnberg,Kreisfreie Stadt,526091,186.44,2,11,11,Nürnberg,1528.27001953125,2824.53002929688,16.8899993896484,17.0799999237061,0.46000000834465,18.8099994659424,80.7300033569336,0.05900021454623471,Dienstleistungsorientiert
09565,Schwabach,Kreisfreie Stadt,41380,40.8,1,1,1,Schwabach,1375.19995117188,1004.75,28.8199996948242,31.8600006103516,0.140000000596046,35.9300003051758,63.9300003051758,0.02450980392156863,Industriell
09571,Ansbach,Landkreis,189517,1971.3,78,155056.625,155056.625,Ansbach,1124.98999023438,95.0299987792969,28.6599998474121,55.9099998474121,1.50999999046326,47.4799995422363,51.0099983215332,78.65704103890833,Industriell
09572,Erlangen-Höchstadt,Landkreis,141517,564.52,16,40451.5,40451.5,Erlangen-Höchstadt,1445.5,245.470001220703,42.0400009155273,37.439998626709,0.529999971389771,47.6699981689453,51.7999992370605,71.6564514986183,Industriell
09573,Fürth,Landkreis,119826,307.43,21,51915,51915,Fürth,1223.27001953125,382.570007324219,25.7399997711182,52.5999984741211,0.550000011920929,35.4700012207031,63.9700012207031,168.86770972253845,Industriell
09574,Nürnberger Land,Landkreis,172941,799.52,10,30700,30700,Nürnberger Land,1328.17004394531,211.619995117188,52.4799995422363,30.8500003814697,0.319999992847443,39.7299995422363,59.9500007629395,38.39803882329398,Industriell
09575,Neustadt a.d.Aisch-Bad Windsheim,Landkreis,103654,1267.45,63,157701.2,157701.2,Neustadt a.d. Aisch-Bad Windsheim,1133.77001953125,79.6699981689453,29.3500003814697,56.7099990844727,1.75999999046326,35.2099990844727,63.0200004577637,124.42400094678291,Industriell
09576,Roth,Landkreis,129595,895.15,9,21541,21541,Roth,1283.55004882813,143.479995727539,45.3199996948242,37.7599983215332,0.680000007152557,39.5699996948242,59.7400016784668,24.06412333128526,Industriell
09577,Weißenburg-Gunzenhausen,Landkreis,97276,970.78,56,102025.1,102025.1,Weißenburg-Gunzenhausen,1143.7099609375,97.5199966430664,34.5299987792969,48.810001373291,0.779999971389771,38.7299995422363,60.4799995422363,105.09600527410949,Industriell
09661,Aschaffenburg,Kreisfreie Stadt,72918,62.45,0,0,0,NA,1488.01000976563,1161.7900390625,32.0699996948242,20.4300003051758,0,25.349998474121094,74.6500015258789,0,Dienstleistungsorientiert
09662,Schweinfurt,Kreisfreie Stadt,55067,35.7,0,0,0,NA,1705.43005371094,1510.86999511719,16.5499992370605,19.6599998474121,0,49.1300010681152,50.8699989318848,0,Industriell
09663,Würzburg,Kreisfreie Stadt,128246,87.6,1,2000,2000,Würzburg,1352.27001953125,1504.09997558594,20.1499996185303,26.9699993133545,0.140000000596046,12.289999961853,87.5699996948242,22.831050228310502,Dienstleistungsorientiert
09671,Aschaffenburg,Landkreis,177056,698.89,3,7.5,7.5,Aschaffenburg,1279.81994628906,244.460006713867,58.0299987792969,23.1499996185303,0.720000028610229,39.8400001525879,59.439998626709,0.0107313024939547,Industriell
09672,Bad Kissingen,Landkreis,104898,1136.9,46,127542,127542,Bad Kissingen,1012.75,90.9899978637695,48.689998626709,34.9700012207031,0.860000014305115,30.1599998474121,68.9800033569336,112.18400914768229,Dienstleistungsorientiert
09673,Rhön-Grabfeld,Landkreis,80544,1021.71,24,71200,71200,Rhön-Grabfeld,1060.06005859375,77.7399978637695,38,48.2599983215332,0.779999971389771,42.1699981689453,57.0499992370605,69.68709320648716,Industriell
09674,Haßberge,Landkreis,85371,956.19,18,37151.98,37151.98,Haßberge,1066.76000976563,87.5100021362305,41.3499984741211,45,0.920000016689301,48.7000007629395,50.3800010681152,38.85418170028969,Industriell
09675,Kitzingen,Landkreis,93818,684.17,16,27710,27710,Kitzingen,1220.76000976563,133.300003051758,23.0799999237061,58.3499984741211,2.58999991416931,38.9300003051758,58.4799995422363,40.50162971191371,Industriell
09676,Miltenberg,Landkreis,130363,715.55,12,25300,25300,Miltenberg,1177.42004394531,177.759994506836,59.5299987792969,26.5400009155273,0.579999983310699,45.4099998474121,54.0099983215332,35.357417371252886,Industriell
09677,Main-Spessart,Landkreis,127642,1321.19,45,94025,94025,Main-Spessart,1162.90002441406,95.2300033569336,56.0200004577637,31.7399997711182,0.920000016689301,53.0999984741211,45.9900016784668,71.16690256511176,Industriell
09678,Schweinfurt,Landkreis,116653,841.39,47,106013.25,106013.25,Schweinfurt,1049.14001464844,135.970001220703,26.3400001525879,57.8600006103516,1.75999999046326,25.4400005340576,72.7900009155273,125.99775371706343,Dienstleistungsorientiert
09679,Würzburg,Landkreis,165921,968.33,67,141041,141041,Würzburg,1104.23999023438,166.139999389648,23.2299995422363,61.0900001525879,1.67999994754791,32.7599983215332,65.5599975585938,145.65385767248767,Dienstleistungsorientiert
09761,Augsburg,Kreisfreie Stadt,303150,146.85,0,0,0,NA,1178.75,2035.90002441406,25.9899997711182,25.8899993896484,0.100000001490116,22.0200004577637,77.870002746582,0,Dienstleistungsorientiert
09762,Kaufbeuren,Kreisfreie Stadt,46386,40.02,1,0.4,0.4,Kaufbeuren,997.390014648438,1151.19995117188,24.9400005340576,32.810001373291,0.0900000035762787,25.9799995422363,73.9400024414063,0.009995002498750625,Dienstleistungsorientiert
09763,Kempten (Allgäu),Kreisfreie Stadt,70713,63.28,0,0,0,NA,1317.85998535156,1041.92004394531,14.0799999237061,49.7000007629395,0.150000005960464,19.8999996185303,79.9499969482422,0,Dienstleistungsorientiert
09764,Memmingen,Kreisfreie Stadt,46178,70.11,0,0,0,NA,1527.4599609375,628.27001953125,24.7199993133545,45.8899993896484,0.230000004172325,40.2999992370605,59.4599990844727,0,Industriell
09771,Aichach-Friedberg,Landkreis,138607,780.24,13,27612,27612,Aichach-Friedberg,1269.58996582031,174.860000610352,25.6299991607666,59.0299987792969,1.50999999046326,37.5200004577637,60.9700012207031,35.38911104275608,Industriell
09772,Augsburg,Landkreis,263578,1070.75,9,16703.53,16703.53,Augsburg,1248.42004394531,244.320007324219,33.3899993896484,47.939998626709,0.519999980926514,35.6100006103516,63.8800010681152,15.59984123278076,Industriell
09773,Dillingen a.d.Donau,Landkreis,100141,792.23,12,24803.6,24803.6,Dillingen a.d. Donau,1282.56994628906,124.300003051758,23.6299991607666,59.3699989318848,1.46000003814697,42.689998626709,55.8400001525879,31.308584628201405,Industriell
09774,Günzburg,Landkreis,131375,762.42,7,7214.6,7214.6,Günzburg,1297.25,170.119995117188,29.4699993133545,50.9599990844727,0.469999998807907,38.9099998474121,60.6199989318848,9.462763306314105,Industriell
09775,Neu-Ulm,Landkreis,182600,515.84,2,2010,2010,Neu-Ulm,1372.80004882813,353.910003662109,29.8199996948242,46.4199981689453,0.579999983310699,38.7200012207031,60.7000007629395,3.8965570719602973,Industriell
09776,Lindau (Bodensee),Landkreis,83671,323.38,0,0,0,NA,1283.27001953125,254.259994506836,27.9300003051758,56.2599983215332,0.949999988079071,45.4500007629395,53.5999984741211,0,Industriell
09777,Ostallgäu,Landkreis,146302,1394.42,35,55374,55374,Ostallgäu,1322.31994628906,101.209999084473,31.3199996948242,54.7700004577637,1.12000000476837,48.0299987792969,50.8400001525879,39.711134378451256,Industriell
09778,Unterallgäu,Landkreis,151838,1229.55,13,6607.4,6607.4,Unterallgäu,1400,118.169998168945,25.7800006866455,59.689998626709,1.12999999523163,52.6699981689453,46.189998626709,5.373835956244155,Industriell
09779,Donau-Ries,Landkreis,137971,1274.57,6,10147.7,10147.7,Donau-Ries,1454.42004394531,105.660003662109,26.5699996948242,57.8899993896484,1.13999998569489,45.6399993896484,53.2200012207031,7.961665502875481,Industriell
09780,Oberallgäu,Landkreis,159576,1527.97,20,26222.82,26222.82,Oberallgäu,1225.01000976563,100.389999389648,37.7799987792969,45.189998626709,1.19000005722046,36.0999984741211,62.7099990844727,17.161868361289816,Industriell
10041,Regionalverband Saarbrücken,Landkreis,332427,410.95,8,27760,27760,Regionalverband Saarbrücken,942.530029296875,808.900024414063,42.3199996948242,24.1200008392334,0.129999995231628,22.1700000762939,77.6900024414063,67.55079693393357,Dienstleistungsorientiert
10042,Merzig-Wadern,Landkreis,104327,557.11,73,185206,185206,Merzig-Wadern,684.099975585938,196.259994506836,41.0800018310547,42.6800003051758,0.75,27.5699996948242,71.6800003051758,332.4406311141426,Dienstleistungsorientiert
10043,Neunkirchen,Landkreis,132393,249.8,31,74960,74960,Neunkirchen,725.27001953125,535.099975585938,32.310001373291,38.7900009155273,0.159999996423721,29.7299995422363,70.1100006103516,300.080064051241,Dienstleistungsorientiert
10044,Saarlouis,Landkreis,195945,459.36,17,51560,51560,Saarlouis,841.659973144531,448.649993896484,29.75,43.8699989318848,0.230000004172325,36.9099998474121,62.8499984741211,112.24312086381052,Industriell
10045,Saarpfalz-Kreis,Landkreis,142344,418.28,9,16000.6,16000.6,Saarpfalz-Kreis,1047.98999023438,345.410003662109,35.7700004577637,43.1100006103516,0.189999997615814,37.4000015258789,62.4099998474121,38.253323132829685,Industriell
10046,St. Wendel,Landkreis,86988,476.51,84,188850.6,188850.6,St. Wendel,856.309997558594,184.789993286133,38.810001373291,43.689998626709,0.610000014305115,36.2000007629395,63.189998626709,396.3203290592013,Industriell
11000,Berlin,Kreisfreie Stadt,3782202,891.12,10,16575.2,16575.2,Berlin,1218.40002441406,4109.85986328125,18.5799999237061,3.98000001907349,0.0199999995529652,12.539999961853,87.4300003051758,18.60041296346171,Dienstleistungsorientiert
12051,Brandenburg an der Havel,Kreisfreie Stadt,73921,229.73,0,0,0,NA,833.159973144531,321.850006103516,30.0699996948242,25.7600002288818,0.300000011920929,22.8600006103516,76.8300018310547,0,Dienstleistungsorientiert
12052,Cottbus,Kreisfreie Stadt,100010,165.61,33,64002,64002,Cottbus,923.640014648438,572.299987792969,24.6800003051758,27.3099994659424,0.129999995231628,10.7600002288818,89.1100006103516,386.4621701588068,Dienstleistungsorientiert
12053,Frankfurt (Oder),Kreisfreie Stadt,58818,147.85,13,21600,21600,Frankfurt (Oder),749.630004882813,385.970001220703,29.0799999237061,43.3600006103516,0.46000000834465,11.5200004577637,88.0199966430664,146.09401420358472,Dienstleistungsorientiert
12054,Potsdam,Kreisfreie Stadt,187119,188.24,39,71750,71750,Potsdam,1005.40002441406,979.02001953125,25.6200008392334,28.7800006866455,0.100000001490116,7.46999979019165,92.4199981689453,381.1623459413515,Dienstleistungsorientiert
12060,Barnim,Landkreis,193050,1479.6,167,408564.6,408564.6,Barnim,797,130.289993286133,46.2000007629395,35.4000015258789,1.26999998092651,20.4300003051758,78.3000030517578,276.13179237631795,Dienstleistungsorientiert
12061,Dahme-Spreewald,Landkreis,180242,2274.53,308,694950,694950,Dahme-Spreewald,1518.46997070313,78.1100006103516,45.9700012207031,37.8800010681152,3.14000010490417,20.8199996948242,76.0400009155273,305.5356491231155,Ländlich/Agrarisch
12062,Elbe-Elster,Landkreis,99931,1899.16,322,637471,637471,Elbe-Elster,672.200012207031,52,36.8800010681152,50.2299995422363,4.28000020980835,32.8699989318848,62.8600006103516,335.6594494408054,Ländlich/Agrarisch
12063,Havelland,Landkreis,170556,1727.31,163,289859.2,289859.2,Havelland,800.390014648438,98.2600021362305,26.4799995422363,55.7700004577637,2.19000005722046,25.2000007629395,72.6100006103516,167.80959989810748,Dienstleistungsorientiert
12064,Märkisch-Oderland,Landkreis,201111,2158.67,263,563536,563536,Märkisch-Oderland,790.320007324219,91.620002746582,24.7399997711182,60.1100006103516,2.44000005722046,22.2800006866455,75.2799987792969,261.0570397513284,Dienstleistungsorientiert
12065,Oberhavel,Landkreis,218855,1808.17,88,155088.6,155088.6,Oberhavel,1064.38000488281,120.169998168945,42.6599998474121,40.6199989318848,1.47000002861023,29.4400005340576,69.0899963378906,85.77102816659938,Dienstleistungsorientiert
12066,Oberspreewald-Lausitz,Landkreis,107547,1223.46,184,502375,502375,Oberspreewald-Lausitz,682.239990234375,88.629997253418,44.7099990844727,32.8199996948242,2.08999991416931,31.3099994659424,66.5899963378906,410.6182466120674,Dienstleistungsorientiert
12067,Oder-Spree,Landkreis,182960,2256.76,199,502127.76,502127.76,Oder-Spree,808.599975585938,79.9800033569336,48.939998626709,35.9900016784668,1.6599999666214,38.0800018310547,60.25,222.49940622839821,Industriell
12068,Ostprignitz-Ruppin,Landkreis,99929,2526.45,341,488376,488376,Ostprignitz-Ruppin,749.650024414063,39.3300018310547,32.9700012207031,53.2000007629395,4.25,24.8799991607666,70.870002746582,193.30523065962123,Ländlich/Agrarisch
12069,Potsdam-Mittelmark,Landkreis,223531,2592.04,221,492083.5,492083.5,Potsdam-Mittelmark,1001.23999023438,84.9400024414063,41.5400009155273,44.2200012207031,2.6800000667572,20.6499996185303,76.6800003051758,189.84409962809215,Dienstleistungsorientiert
12070,Prignitz,Landkreis,75836,2138.59,544,1122041,1122041,Prignitz,787.010009765625,35.6100006103516,23.5100002288818,66.1100006103516,4.5,30.4400005340576,65.0599975585938,524.6639140742265,Ländlich/Agrarisch
12071,Spree-Neiße,Landkreis,111966,1657,88,204433.75,204433.75,Spree-Neiße,1059.18994140625,66.7399978637695,45.9900016784668,34.3499984741211,3.42000007629395,40.6800003051758,55.8899993896484,123.3758298129149,Industriell
12072,Teltow-Fläming,Landkreis,178482,2104.19,407,822670,822670,Teltow-Fläming,1118.08996582031,84.3199996948242,41.4199981689453,45.2599983215332,1.9099999666214,29.7700004577637,68.3199996948242,390.96754570642383,Dienstleistungsorientiert
12073,Uckermark,Landkreis,117803,3077.04,664,1580072.4,1580072.4,Uckermark,878.409973144531,38.2799987792969,24.5799999237061,62.4300003051758,4.51000022888184,26.9099998474121,68.5800018310547,513.5040168473598,Ländlich/Agrarisch
13003,Rostock,Kreisfreie Stadt,210795,181.36,12,8801.12,8801.12,Rostock,844.320007324219,1130.06005859375,27.9400005340576,18.6000003814697,0.0500000007450581,15.0699996948242,84.879997253418,48.52845169827967,Dienstleistungsorientiert
13004,Schwerin,Kreisfreie Stadt,98733,130.52,14,20000,20000,Schwerin,806.679992675781,749.690002441406,19.3099994659424,17.1900005340576,0.109999999403954,15.2799997329712,84.5999984741211,153.2332209623046,Dienstleistungsorientiert
13071,Mecklenburgische Seenplatte,Landkreis,259312,5495.6,324,708622.7,708622.7,Mecklenburgische Seenplatte,722.010009765625,45.0499992370605,24.7700004577637,57.4700012207031,3,21.4799995422363,75.5299987792969,128.9436458257515,Ländlich/Agrarisch
13072,Rostock,Landkreis,221431,3431.14,332,738605.8,738605.8,Rostock,777.919982910156,63.7599983215332,17.1900005340576,67.9499969482422,3.92000007629395,22.0799999237061,74,215.26542198802733,Ländlich/Agrarisch
13073,Vorpommern-Rügen,Landkreis,227746,3215.73,290,479499.8,479499.8,Vorpommern-Rügen,733.349975585938,67.2200012207031,18.8099994659424,65.5199966430664,2.59999990463257,15.6400003433228,81.7600021362305,149.1107151408856,Dienstleistungsorientiert
13074,Nordwestmecklenburg,Landkreis,160206,2127.05,168,315105,315105,Nordwestmecklenburg,753.359985351563,73.8899993896484,14.4300003051758,70.4800033569336,3.20000004768372,32.310001373291,64.4899978637695,148.14179262358664,Ländlich/Agrarisch
13075,Vorpommern-Greifswald,Landkreis,237184,3945.67,400,709854.2,709854.2,Vorpommern-Greifswald,725.929992675781,57.3199996948242,22.7800006866455,60.5999984741211,2.33999991416931,16.9599990844727,80.6999969482422,179.9071387115496,Dienstleistungsorientiert
13076,Ludwigslust-Parchim,Landkreis,214057,4766.71,335,728500,728500,Ludwigslust-Parchim,756.599975585938,43.9199981689453,28.5300006866455,58.8400001525879,5.51999998092651,33.0400009155273,61.4300003051758,152.83077846145454,Ländlich/Agrarisch
14511,Chemnitz,Kreisfreie Stadt,250681,221.03,10,13150,13150,Chemnitz,807.460021972656,1109.13000488281,16.0300006866455,36.9500007629395,0.140000000596046,21.0799999237061,78.7799987792969,59.49418630955074,Dienstleistungsorientiert
14521,Erzgebirgskreis,Landkreis,326896,1827.9,76,87783.6,87783.6,Erzgebirgskreis,677.739990234375,176.259994506836,44.939998626709,39.6100006103516,1.47000002861023,40.8800010681152,57.6500015258789,48.024290169046445,Industriell
14522,Mittelsachsen,Landkreis,300308,2116.83,198,269504.1,269504.1,Mittelsachsen,752.349975585938,140.669998168945,15.9300003051758,70.3199996948242,2.47000002861023,36.2299995422363,61.2999992370605,127.3149473505194,Industriell
14523,Vogtlandkreis,Landkreis,221953,1412.43,21,35008,35008,Vogtlandkreis,707.77001953125,156.529998779297,39.1599998474121,46.2599983215332,1.58000004291534,35.8300018310547,62.5999984741211,24.785653094312636,Industriell
14524,Zwickau,Landkreis,310111,949.77,58,126070.2,126070.2,Zwickau,775.260009765625,326.239990234375,16.9300003051758,61.3600006103516,0.839999973773956,37.3300018310547,61.8300018310547,132.73761015824883,Industriell
14612,Dresden,Kreisfreie Stadt,566222,328.48,1,600,600,Dresden,947.590026855469,1714.01000976563,22.9599990844727,29.4099998474121,0.109999999403954,17.4899997711182,82.4000015258789,1.826595226497808,Dienstleistungsorientiert
14625,Bautzen,Landkreis,296506,2395.63,95,140841.1,140841.1,Bautzen,740.890014648438,123.040000915527,35.1500015258789,45.4799995422363,1.55999994277954,35.810001373291,62.6399993896484,58.79083998781114,Industriell
14626,Görlitz,Landkreis,248479,2111.43,126,200742.6,200742.6,Görlitz,833.419982910156,116.449996948242,35.0299987792969,43.9000015258789,1.88999998569489,32.7700004577637,65.3399963378906,95.07423878603602,Dienstleistungsorientiert
14627,Meißen,Landkreis,241160,1454.61,82,176801,176801,Meißen,815.309997558594,165.25,13.6899995803833,69.0299987792969,2.38000011444092,33.7900009155273,63.8300018310547,121.54529392758197,Ausgeglichen
14628,Sächsische Schweiz-Osterzgebirge,Landkreis,246011,1654.26,53,42357.6,42357.6,Sächsische Schweiz-Osterzgebirge,674.359985351563,148.190002441406,35.7799987792969,52.25,1.94000005722046,34.4599990844727,63.5999984741211,25.605164847121976,Ausgeglichen
14713,Leipzig,Kreisfreie Stadt,619879,297.8,18,27000,27000,Leipzig,988.619995117188,2041.68005371094,7.80999994277954,31.8199996948242,0.100000001490116,14.7299995422363,85.1800003051758,90.66487575554063,Dienstleistungsorientiert
