EinheitMastrNummer,Gemeindeschluessel,Landkreis,Gemeinde,Laengengrad,Breitengrad,Inbetriebnahmedatum,EinheitBetriebsstatus,Bruttoleistung,Nettonennleistung,Lage
SEE989977425965,13075155,Vorpommern-Greifswald,Neetzow-Liepen,13.435761,53.884202,2013-10-04,35,3050.000,3050.000,888
SEE965845097366,13075155,Vorpommern-Greifswald,Neetzow-Liepen,13.441899,53.871689,2014-07-10,35,3050.000,3050.000,888
SEE901813917243,01058150,Rendsburg-Eckernförde,Schwedeneck,10.096044,54.458812,2000-04-13,35,1500.000,1500.000,888
SEE999903350070,05154008,Kleve,Emmerich am Rhein,6.331405,51.838531,2002-02-05,35,1500.000,1500.000,888
SEE924504373616,01054045,Nordfriesland,Högel,9.058693,54.636111,2016-02-01,35,2300.000,2300.000,888
SEE991053201844,03251046,Diepholz,Wetschen,8.479309,52.529095,2013-12-20,35,2300.000,2300.000,888
SEE937969118791,04011000,Bremen,Bremen,8.743006,53.143769,2015-09-29,35,2300.000,2300.000,888
SEE905555335747,06534014,Marburg-Biedenkopf,Marburg,8.730682,50.849961,2005-06-14,35,1500.000,1500.000,888
SEE976922103856,04011000,Bremen,Bremen,8.746336,53.142563,2015-10-09,35,2300.000,2300.000,888
SEE954845316119,03157006,Peine,Peine,10.130759,52.313801,2017-10-31,35,3200.000,3200.000,888
SEE991826307841,03359031,Stade,Kutenholz,9.257566,53.480093,2017-11-02,35,3300.000,3300.000,888
SEE902072542702,06635019,Waldeck-Frankenberg,Vöhl,,,2013-04-23,35,3.680,3.680,888
SEE951748946351,09679193,Würzburg,Theilheim,10.036000,49.773000,2000-08-25,35,750.000,750.000,888
SEE976991459809,03359031,Stade,Kutenholz,9.270297,53.477423,2017-11-09,35,3300.000,3300.000,888
SEE932582249037,03359031,Stade,Kutenholz,9.262261,53.476542,2017-09-30,35,3300.000,3300.000,888
SEE934234516511,03359031,Stade,Kutenholz,9.259465,53.472772,2017-09-29,35,3300.000,3300.000,888
SEE982823615473,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.725862,52.915758,2009-01-22,35,1500.000,1500.000,888
SEE930804479316,01054159,Nordfriesland,Wittbek,9.174759,54.480720,2015-12-29,35,3300.000,3300.000,888
SEE939513279736,01059179,Schleswig-Flensburg,Lindewitt,9.159765,54.715967,2013-06-14,35,2050.000,2050.000,888
SEE938896878673,01051086,Dithmarschen,Osterrade,9.234159,54.115710,2014-10-13,35,3075.000,3075.000,888
SEE961353044366,03359031,Stade,Kutenholz,9.328487,53.500639,2017-09-29,35,2300.000,2300.000,888
SEE923981408699,09780144,Oberallgäu,Weitnau,,,2014-05-30,35,10.000,10.000,888
SEE923776508078,12065356,Oberhavel,Zehdenick,13.284694,52.993772,2015-11-06,35,2000.000,2000.000,888
SEE919010704498,01054080,Nordfriesland,Lütjenholm,9.037237,54.677477,2013-04-05,35,3370.000,3370.000,888
SEE925525904186,01059179,Schleswig-Flensburg,Lindewitt,9.151554,54.715014,2013-06-27,35,3170.000,3170.000,888
SEE929811096401,03151019,Gifhorn,Obernholz,10.593642,52.751886,2002-08-01,35,600.000,600.000,888
SEE987891149547,01059179,Schleswig-Flensburg,Lindewitt,9.143278,54.710259,2013-07-30,35,3170.000,3170.000,888
SEE907537939899,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.718411,52.923657,2009-01-07,35,1500.000,1500.000,888
SEE958839237145,06633025,Kassel,Trendelburg,9.382533,51.625131,,31,3450.000,3450.000,888
SEE984456281087,01054045,Nordfriesland,Högel,9.064189,54.634965,2016-06-29,35,3050.000,3050.000,888
SEE978608520667,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.716291,52.925889,2009-01-23,35,1500.000,1500.000,888
SEE955612727589,03357008,Rotenburg (Wümme),Bremervörde,9.324062,53.501077,2018-06-13,35,3000.000,3000.000,888
SEE945658347056,08128064,Main-Tauber-Kreis,Külsheim,9.000000,49.000000,2001-12-18,35,850.000,850.000,888
SEE944239630990,01054010,Nordfriesland,Bargum,9.031202,54.673517,2013-03-26,35,3370.000,3370.000,888
SEE946385686357,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.712580,52.928041,2009-01-20,35,1500.000,1500.000,888
SEE919422718403,03454047,Emsland,Sögel,7.497952,52.806069,2018-03-21,35,4200.000,4200.000,888
SEE964532587104,13072013,Rostock,Bernitt,11.935826,53.893624,2014-12-04,35,3050.000,3050.000,888
SEE919469281441,01054056,Nordfriesland,Husum,9.032867,54.451714,2017-08-31,35,3600.000,3600.000,888
SEE912529897798,01054010,Nordfriesland,Bargum,9.036644,54.673631,2013-03-27,35,3370.000,3370.000,888
SEE947897871002,09176137,Eichstätt,Kinding,11.206512,49.032385,2017-08-16,35,2400.000,2400.000,888
SEE937012023256,03356007,Osterholz,Osterholz-Scharmbeck,8.747598,53.239160,2015-12-17,35,3170.000,3170.000,888
SEE923469471689,01054010,Nordfriesland,Bargum,9.037789,54.669856,2013-09-27,35,3370.000,3370.000,888
SEE925003720796,07140076,Rhein-Hunsrück-Kreis,Külz (Hunsrück),7.467705,50.003016,2013-12-18,35,2300.000,2300.000,888
SEE959420003316,03251040,Diepholz,Sulingen,8.714420,52.655030,2017-03-31,35,2300.000,2300.000,888
SEE912423872242,03356007,Osterholz,Osterholz-Scharmbeck,8.742384,53.239172,2015-12-17,35,3175.000,3175.000,888
SEE907566446207,09177117,Erding,Erding,,,2012-02-15,35,5.500,5.500,888
SEE997725827305,03251040,Diepholz,Sulingen,8.718510,52.645720,2017-04-27,35,2300.000,2300.000,888
SEE974362869271,03251040,Diepholz,Sulingen,8.798830,52.640900,2017-01-25,35,2300.000,2300.000,888
SEE919877394658,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.709029,52.930093,2009-02-04,35,1500.000,1500.000,888
SEE933521800050,03251040,Diepholz,Sulingen,8.799230,52.637780,2017-01-25,35,2300.000,2300.000,888
SEE914028681946,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.704551,52.932672,2009-01-22,35,1500.000,1500.000,888
SEE918471643612,09176137,Eichstätt,Kinding,11.206530,49.029180,2017-08-17,35,2400.000,2400.000,888
SEE973682130047,16063098,Wartburgkreis,Hörselberg-Hainich,10.377431,51.002156,1999-03-16,35,600.000,600.000,888
SEE953888752298,09176137,Eichstätt,Kinding,11.205348,49.037694,2017-08-24,35,2400.000,2400.000,888
SEE981965198202,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.700799,52.934267,2009-01-06,35,1500.000,1500.000,888
SEE944708109675,08128064,Main-Tauber-Kreis,Külsheim,9.599000,49.730000,2001-12-18,35,850.000,850.000,888
SEE948553761750,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.695951,52.936137,2009-01-07,35,1500.000,1500.000,888
SEE957584341459,01059179,Schleswig-Flensburg,Lindewitt,9.207160,54.668799,2015-04-28,35,2500.000,2500.000,888
SEE982552141472,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.720072,52.929703,2008-06-26,35,1500.000,1500.000,888
SEE920651643305,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.716328,52.932602,2008-05-20,35,1500.000,1500.000,888
SEE908008959934,01058037,Rendsburg-Eckernförde,Dänischenhagen,10.100503,54.458322,2000-04-13,35,1500.000,1500.000,888
SEE956234354696,05774032,Paderborn,Paderborn,8.833742,60.003844,2001-07-25,38,1500.000,1500.000,888
SEE959325922958,12073490,Uckermark,Schenkenberg,13.992542,53.372866,2016-03-12,35,2780.000,2780.000,888
SEE953711247748,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.713031,52.934697,2009-01-13,35,1500.000,1500.000,888
SEE907451848505,01058037,Rendsburg-Eckernförde,Dänischenhagen,10.098904,54.456180,2000-04-13,35,1500.000,1500.000,888
SEE935782692672,05370016,Heinsberg,Heinsberg,6.050330,51.029687,2017-01-22,35,2400.000,2400.000,888
SEE916332403214,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.708977,52.936006,2009-01-21,35,1500.000,1500.000,888
SEE968225260886,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.704909,52.937316,2009-01-16,35,1500.000,1500.000,888
SEE948492783349,,,,7.174499,55.067578,2014-12-04,35,3780.000,3780.000,889
SEE949843189186,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.700825,52.938625,2009-01-21,35,1500.000,1500.000,888
SEE975637260540,03359015,Stade,Engelschoff,9.325212,53.651701,2017-02-22,35,2350.000,2350.000,888
SEE911152300507,01054045,Nordfriesland,Högel,9.069618,54.634875,2016-03-31,35,3050.000,3050.000,888
SEE915329728132,05370016,Heinsberg,Heinsberg,6.051786,51.027187,2017-01-26,35,2400.000,2400.000,888
SEE903891371290,01054045,Nordfriesland,Högel,9.075354,54.639570,2016-02-08,35,2300.000,2300.000,888
SEE986666235829,09574111,Nürnberger Land,Alfeld,11.489410,49.424100,2009-12-23,35,2000.000,2000.000,888
SEE976915898585,03461009,Wesermarsch,Stadland,8.333690,53.480010,1995-05-12,35,500.000,500.000,888
SEE924351019002,03359015,Stade,Engelschoff,9.320578,53.651192,2017-02-28,35,2350.000,2350.000,888
SEE908086838367,03251005,Diepholz,Barnstorf,8.523287,52.675012,2018-12-14,35,2350.000,2350.000,888
SEE995571598158,01054045,Nordfriesland,Högel,9.069170,54.637755,2016-02-19,35,2300.000,2300.000,888
SEE917138088131,16068008,Sömmerda,Ellersleben,11.335705,51.178180,2013-11-27,35,3075.000,3075.000,888
SEE985561116752,03251005,Diepholz,Barnstorf,8.519302,52.669762,2018-12-07,35,2350.000,2350.000,888
SEE996674812974,03359015,Stade,Engelschoff,9.323544,53.653563,2017-02-28,35,2350.000,2350.000,888
SEE926966665483,03251005,Diepholz,Barnstorf,8.523795,52.672530,2018-12-21,35,2350.000,2350.000,888
SEE947588270947,03359015,Stade,Engelschoff,9.319339,53.653380,2017-02-24,35,2350.000,2350.000,888
SEE928497558517,03359015,Stade,Engelschoff,9.316131,53.651366,2017-03-30,35,2350.000,2350.000,888
SEE981799532012,03251005,Diepholz,Barnstorf,8.519680,52.663409,2018-12-19,35,2350.000,2350.000,888
SEE916153193301,03251005,Diepholz,Barnstorf,8.523450,52.667143,2018-11-26,35,2350.000,2350.000,888
SEE904722017912,03353029,Harburg,Rosengarten,9.893630,53.395505,2002-09-05,38,1800.000,1800.000,888
SEE988717377793,03155003,Northeim,Dassel,9.740490,51.846070,2014-07-23,35,2500.000,2500.000,888
SEE984619790395,03155003,Northeim,Dassel,9.746760,51.841670,2015-09-03,35,2500.000,2500.000,888
SEE950357751646,03353029,Harburg,Rosengarten,9.898241,53.395253,2002-09-05,38,1800.000,1800.000,888
SEE911935943761,07143291,Westerwaldkreis,Salzburg,8.051000,50.670000,1996-03-11,35,500.000,500.000,888
SEE900809217701,03353029,Harburg,Rosengarten,9.903445,53.395081,2002-09-04,38,1800.000,1800.000,888
SEE978561450643,05770032,Minden-Lübbecke,Porta Westfalica,8.942036,52.216752,2014-04-03,35,2400.000,2400.000,888
SEE942092839925,03353029,Harburg,Rosengarten,9.899704,53.398012,2002-09-04,38,1800.000,1800.000,888
SEE941696527733,13073066,Vorpommern-Rügen,Preetz,13.005361,54.353654,1994-03-03,35,500.000,500.000,888
SEE947500500473,13073066,Vorpommern-Rügen,Preetz,13.003581,54.354993,1995-09-28,35,600.000,600.000,888
SEE990665224043,05966028,Olpe,Wenden,7.870560,50.958500,2001-12-21,35,600.000,600.000,888
SEE906769231399,01054088,Nordfriesland,Niebüll,8.790837,54.800880,2018-12-13,35,800.000,800.000,888
SEE997380880080,03254005,Hildesheim,Bad Salzdetfurth,10.051297,52.116792,2014-11-06,35,3075.000,3075.000,888
SEE956612466263,09675114,Kitzingen,Buchbrunn,10.116000,49.766000,2006-02-02,35,1500.000,1500.000,888
SEE917861624699,13073066,Vorpommern-Rügen,Preetz,13.001251,54.356262,1995-09-27,35,600.000,600.000,888
SEE906226367289,09176137,Eichstätt,Kinding,11.218130,49.027880,2011-12-30,35,1500.000,1500.000,888
SEE996261343003,,,,7.175124,55.075620,2014-12-04,35,3780.000,3780.000,889
SEE935760437950,03254005,Hildesheim,Bad Salzdetfurth,10.055048,52.116723,2014-11-14,35,3075.000,3075.000,888
SEE918151612433,09176137,Eichstätt,Kinding,11.211110,49.024170,2013-09-20,35,2500.000,2500.000,888
SEE966438861906,05774016,Paderborn,Büren,8.535516,51.534890,2007-04-16,35,2000.000,2000.000,888
SEE964741560776,09176137,Eichstätt,Kinding,11.219440,49.039170,2013-09-26,35,2500.000,2500.000,888
SEE993135673266,01054120,Nordfriesland,Simonsberg,8.979390,54.446174,2012-09-06,35,3075.000,3075.000,888
SEE983682138684,09574111,Nürnberger Land,Alfeld,11.511110,49.415830,2016-04-13,35,2400.000,2400.000,888
SEE942134321470,07231006,Bernkastel-Wittlich,Berglicht,6.959297,49.774174,2017-09-09,35,2400.000,2400.000,888
SEE978980812312,08336081,Lörrach,Schopfheim,7.926348,47.708190,2016-12-29,35,3000.000,3000.000,888
SEE969499157391,05970028,Siegen-Wittgenstein,Bad Laasphe,8.384125,50.888022,2013-09-12,35,3075.000,3075.000,888
SEE937748031556,09675114,Kitzingen,Buchbrunn,10.108000,49.766000,2006-02-02,35,1500.000,1500.000,888
SEE958706407503,07140076,Rhein-Hunsrück-Kreis,Külz (Hunsrück),7.462672,50.003318,2013-12-20,35,2300.000,2300.000,888
SEE904307471900,07140125,Rhein-Hunsrück-Kreis,Rheinböllen,7.682222,49.978479,2012-10-29,35,7580.000,7580.000,888
SEE922912793552,15089005,Salzlandkreis,Alsleben (Saale),11.547839,51.716283,2004-04-01,35,2000.000,2000.000,888
SEE903044575551,05970028,Siegen-Wittgenstein,Bad Laasphe,8.374017,50.903778,2013-09-18,35,3075.000,3075.000,888
SEE948383845170,06434004,Hochtaunuskreis,Grävenwiesbach,8.465916,50.412047,2020-04-22,35,2780.000,2780.000,888
SEE925377908066,06434004,Hochtaunuskreis,Grävenwiesbach,8.458014,50.409215,2020-05-07,35,2780.000,2780.000,888
SEE915541405552,01061021,Steinburg,Christinenthal,9.540932,54.064653,2010-09-04,35,2050.000,2050.000,888
SEE902566900605,09575152,Neustadt a.d. Aisch-Bad Windsheim,Neuhof a.d. Zenn,10.661387,49.428754,2016-09-29,35,3300.000,3300.000,888
SEE968501549438,09574145,Nürnberger Land,Offenhausen,11.438746,49.427057,2013-12-02,35,3050.000,3050.000,888
SEE946200927849,08336081,Lörrach,Schopfheim,7.927622,47.712243,2016-12-22,35,3000.000,3000.000,888
SEE969004093916,06434004,Hochtaunuskreis,Grävenwiesbach,8.450386,50.409440,2020-04-21,35,2780.000,2780.000,888
SEE923993752292,06434004,Hochtaunuskreis,Grävenwiesbach,8.466455,50.407924,2020-04-28,35,2780.000,2780.000,888
SEE952969322696,07140035,Rhein-Hunsrück-Kreis,Ellern (Hunsrück),7.653295,49.963953,2012-12-28,35,7580.000,7580.000,888
SEE984054529413,06434004,Hochtaunuskreis,Grävenwiesbach,8.472773,50.406487,2020-04-29,35,2780.000,2780.000,888
SEE923151668694,06434004,Hochtaunuskreis,Grävenwiesbach,8.472514,50.401955,2020-04-29,35,2780.000,2780.000,888
SEE907734864895,08336081,Lörrach,Schopfheim,7.935299,47.709715,2016-12-23,35,3000.000,3000.000,888
SEE948955380139,01059092,Schleswig-Flensburg,Treia,9.319783,54.548636,2019-01-18,35,3600.000,3600.000,888
SEE928556094406,07140035,Rhein-Hunsrück-Kreis,Ellern (Hunsrück),7.650566,49.966809,2013-06-14,35,3050.000,3050.000,888
SEE988568703048,08336081,Lörrach,Schopfheim,7.935024,47.716658,2017-01-31,35,3000.000,3000.000,888
SEE955326587226,07140035,Rhein-Hunsrück-Kreis,Ellern (Hunsrück),7.661163,49.967849,2012-11-22,35,7580.000,7580.000,888
SEE949396101635,08336081,Lörrach,Schopfheim,7.946658,47.720239,2016-12-28,35,3000.000,3000.000,888
SEE909456301412,06632006,Hersfeld-Rotenburg,Friedewald,9.815647,50.867595,2018-12-29,35,3450.000,3450.000,888
SEE950144478077,05334002,Städteregion Aachen,Aachen,6.173344,50.665781,2018-09-28,35,3300.000,3300.000,888
SEE979825336246,07140035,Rhein-Hunsrück-Kreis,Ellern (Hunsrück),7.665554,49.971947,2012-11-27,35,7580.000,7580.000,888
SEE920672959904,09574145,Nürnberger Land,Offenhausen,11.447447,49.428007,2014-02-11,35,3050.000,3050.000,888
SEE965241858271,09574145,Nürnberger Land,Offenhausen,11.448316,49.425241,2013-12-31,35,3050.000,3050.000,888
SEE930627447646,12062128,Elbe-Elster,Falkenberg/Elster,13.217374,51.515326,2019-03-15,35,3370.000,3370.000,888
SEE910525984641,07140125,Rhein-Hunsrück-Kreis,Rheinböllen,7.674610,49.976332,2012-12-17,35,7580.000,7580.000,888
SEE970435778068,09574145,Nürnberger Land,Offenhausen,11.448316,49.423048,2013-12-18,35,3050.000,3050.000,888
SEE925448135438,07140125,Rhein-Hunsrück-Kreis,Rheinböllen,7.667196,49.975627,2013-05-03,35,3050.000,3050.000,888
SEE976753256301,12064448,Märkisch-Oderland,Seelow,14.339105,52.546629,2004-04-30,35,2000.000,2000.000,888
SEE945408405159,09174111,Dachau,Altomünster,11.268506,48.307466,2019-11-20,35,2400.000,2400.000,888
SEE917785912582,07140125,Rhein-Hunsrück-Kreis,Rheinböllen,7.684542,49.983956,2013-04-12,35,3050.000,3050.000,888
SEE917090348588,05162008,Rhein-Kreis Neuss,Grevenbroich,6.481168,51.032264,2016-06-23,35,2050.000,2050.000,888
SEE997114988204,01051001,Dithmarschen,Albersdorf,9.264405,54.114532,2017-03-15,35,3300.000,3300.000,888
SEE907479326559,01054088,Nordfriesland,Niebüll,,,2012-04-27,35,6.000,6.000,888
SEE902858230953,01054106,Nordfriesland,Rantrum,9.158948,54.465719,2015-08-13,35,3170.000,3170.000,888
SEE907866943499,07133023,Bad Kreuznach,Daxweiler,7.676284,49.948864,2013-07-22,35,3050.000,3050.000,888
SEE918882837587,07133023,Bad Kreuznach,Daxweiler,7.669612,49.947672,2013-08-29,35,3050.000,3050.000,888
SEE916303532165,07133023,Bad Kreuznach,Daxweiler,7.664062,49.944730,2013-09-16,35,3050.000,3050.000,888
SEE959511787231,01054120,Nordfriesland,Simonsberg,8.978065,54.443919,2012-09-11,35,3075.000,3075.000,888
SEE954992677125,01054106,Nordfriesland,Rantrum,,,2018-04-24,35,10.000,10.000,888
SEE932180143034,07133025,Bad Kreuznach,Dörrebach,7.671252,49.944813,2013-08-19,35,3050.000,3050.000,888
SEE960331251796,06632006,Hersfeld-Rotenburg,Friedewald,9.815344,50.870574,2018-12-29,35,3450.000,3450.000,888
SEE957868134722,07133025,Bad Kreuznach,Dörrebach,7.665609,49.942203,2012-12-13,35,3050.000,3050.000,888
SEE993465286549,06437010,Odenwaldkreis,Lützelbach,9.081272,49.741718,2005-01-13,35,1500.000,1500.000,888
SEE963545227632,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.696830,52.939942,2009-01-13,35,1500.000,1500.000,888
SEE911860479700,13075011,Vorpommern-Greifswald,Bergholz,14.167703,53.457688,2013-12-20,35,2000.000,2000.000,888
SEE977750165054,06632006,Hersfeld-Rotenburg,Friedewald,9.818688,50.874075,2018-12-28,35,3450.000,3450.000,888
SEE969496044793,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.692745,52.941224,2009-01-11,35,1500.000,1500.000,888
SEE946424422809,06632002,Hersfeld-Rotenburg,Bad Hersfeld,9.808289,50.873545,2018-12-29,35,3450.000,3450.000,888
SEE903029903744,06437010,Odenwaldkreis,Lützelbach,9.081272,49.741718,2005-01-20,35,1500.000,1500.000,888
SEE994195430301,06632006,Hersfeld-Rotenburg,Friedewald,9.804351,50.870173,2018-12-29,35,3450.000,3450.000,888
SEE972914043292,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.710795,52.932590,2009-01-16,35,1500.000,1500.000,888
SEE930592345565,01054120,Nordfriesland,Simonsberg,8.985786,54.444531,2012-08-31,35,3075.000,3075.000,888
SEE954071020965,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.687639,52.939079,2009-01-23,35,1500.000,1500.000,888
SEE907343902636,06535013,Vogelsbergkreis,Mücke,9.140186,50.624684,2012-07-27,35,2300.000,2300.000,888
SEE955527325085,12068306,Ostprignitz-Ruppin,Märkisch Linden,12.687920,52.942771,2009-01-07,35,1500.000,1500.000,888
SEE986404494518,01054120,Nordfriesland,Simonsberg,8.983319,54.447908,2003-05-07,35,2000.000,2000.000,888
SEE944754853171,06535013,Vogelsbergkreis,Mücke,9.138546,50.619760,2012-06-28,35,2300.000,2300.000,888
SEE931997688370,06535003,Vogelsbergkreis,Feldatal,9.142370,50.622632,2012-08-06,35,2300.000,2300.000,888
SEE984133883962,06535013,Vogelsbergkreis,Mücke,9.135309,50.624097,2012-09-12,35,2300.000,2300.000,888
SEE980420331314,12073069,Uckermark,Boitzenburger Land,13.637143,53.228419,1999-06-15,35,600.000,600.000,888
SEE952534126339,12073069,Uckermark,Boitzenburger Land,13.634165,53.230049,1999-06-15,35,600.000,600.000,888
SEE968664014682,07333034,Donnersbergkreis,Imsweiler,7.757556,49.609150,2019-01-30,35,3000.000,3000.000,888
SEE907674851139,15083323,Börde,Ingersleben,11.185742,52.224754,2006-08-07,35,2000.000,2000.000,888
SEE905164475070,06435010,Main-Kinzig-Kreis,Gelnhausen,9.232625,50.249024,2013-11-28,35,3075.000,3075.000,888
SEE967655571296,07333034,Donnersbergkreis,Imsweiler,7.758112,49.605765,2019-01-30,35,3000.000,3000.000,888
SEE929280728759,07333034,Donnersbergkreis,Imsweiler,7.762519,49.606658,2019-01-30,35,3000.000,3000.000,888
SEE927804062518,07231006,Bernkastel-Wittlich,Berglicht,6.968023,49.776099,2017-09-05,35,2400.000,2400.000,888
SEE997903584921,09677175,Main-Spessart,Retzstadt,9.888417,49.891304,2001-10-10,35,600.000,600.000,888
SEE959863530127,09677175,Main-Spessart,Retzstadt,9.886836,49.891905,2001-12-01,35,600.000,600.000,888
SEE925494050761,01051077,Dithmarschen,Neufelderkoog,8.966670,53.900000,1996-02-14,35,500.000,500.000,888
SEE933477936841,06435010,Main-Kinzig-Kreis,Gelnhausen,9.235206,50.246501,2013-11-29,35,3075.000,3075.000,888
SEE959991134389,06435025,Main-Kinzig-Kreis,Schlüchtern,9.468076,50.385457,2015-08-29,35,3075.000,3075.000,888
SEE970300118340,09186126,Pfaffenhofen a.d. Ilm,Hettenshausen,11.560252,48.549526,2016-03-31,35,3000.000,3000.000,888
